;SUI_A001;SUI_A002;SUI_A003;SUI_A006;SUI_A007;SUI_A008;SUI_A011;SUI_A012;SUI_A013;SUI_A016;SUI_A017;SUI_A018;SUI_A021;SUI_A022;SUI_A023;SUI_A026;SUI_A027;SUI_A028;SUI_A031;SUI_A032;SUI_A033;SUI_A036;SUI_A037;SUI_A038;SUI_A041;SUI_A042;SUI_A043;SUI_A046;SUI_A047;SUI_A048;SUI_A051;SUI_A052;SUI_A053;SUI_A056;SUI_A057;SUI_A058;SUI_A061;SUI_A062;SUI_A063;SUI_A066;SUI_A067;SUI_A068;SUI_A071;SUI_A072;SUI_A073;SUI_A076;SUI_A077;SUI_A078;SUI_A081;SUI_A082;SUI_A083;SUI_A086;SUI_A087;SUI_A088;SUI_A091;SUI_A092;SUI_A093;SUI_A096;SUI_A097;SUI_A098;SUI_A106;SUI_A107;SUI_A108;SUI_A111;SUI_A112;SUI_A113;SUI_A116;SUI_A117;SUI_A118;SUI_A121;SUI_A122;SUI_A123;SUI_A131;SUI_A132;SUI_A133;SUI_A146;SUI_A147;SUI_A148;SUI_EB1;SUI_EB2;SUI_NC
ASV_952;1;1;2;0;0;2;0;1;0;0;2;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;6;5;5;9;1;1;0;0;0;1;2;1;0;0;0;5;2;3;3;3;0;0;0;0;1;19;2;4;5;3;5;2;1;0;0;0
ASV_953;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;17;36;17;4;1;3;0;1;0;0;0;0;0;2;0;6;0;5;1;0;0;0;0;1;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_954;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;5;5;2;0;0;1;0;0;0;0;0;0;2;0;10;7;14;5;2;0;1;20;1;1;0;1;2;8;0;3;0;0;0;0;1;1;1;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
ASV_955;0;21;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;4;0;3;0;0;0;0;0;0;2;0;8;0;0;0;0;0;1;1;1;7;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;2;0;1;7;0;0;2;0;0;0;3;2;6;8;7;1;1;3;0;0;0
ASV_956;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;1;1;1;0;1;0;0;0;1;0;0;3;1;0;0;1;0;0;0;0;1;4;1;2;1;3;5;9;2;0;0;0;0;0;1;6;1;1;0;0;0;1;1;2;1;2;0;3;0;10;7;2;0;0;2;7;2;16;0;0;0
ASV_957;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;7;2;0;1;6;4;8;2;0;0;0;0;1;1;5;3;0;3;1;1;10;0;0;0;0;0;2;3;0;1;2;14;5;18;0;0;0;0;0;0
ASV_958;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;3;1;0;0;0;2;2;1;0;0;0;0;0;0;0;2;3;0;0;0;1;1;0;1;0;4;2;2;1;0;1;4;2;0;0;1;4;1;0;0;4;2;1;0;3;4;0;4;2;9;0;0;0;2;3;2;13;2;7;1;2;4;0;0;0
ASV_959;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;3;0;0;45;11;0;0;0;0;1;1;0;2;0;0;0;1;1;1;1;0;0;3;0;0;1;1;0;1;0;2;0;2;1;0;1;0;1;4;0;7;3;0;0;0;1;0;2;0;0;0
ASV_960;0;0;0;0;0;0;0;1;0;0;0;2;3;2;3;0;7;1;2;0;2;3;3;5;0;0;1;1;6;6;1;1;3;1;0;3;1;2;1;0;0;0;2;4;4;0;0;1;5;3;3;2;1;2;0;0;4;2;1;0;0;0;0;3;0;1;0;3;4;1;0;0;0;0;0;0;0;1;0;0;0
ASV_961;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;1;1;1;0;0;0;0;1;1;0;0;5;8;4;3;2;3;0;0;1;1;1;1;1;0;4;2;6;4;2;2;4;0;0;0;0;3;8;7;3;1;2;4;7;0;0;0
ASV_962;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;9;0;0;0;0;0;0;0;1;21;1;0;0;6;1;7;0;1;1;0;0;0;2;10;1;3;3;6;0;0;1;0;0;1;3;7;6;1;3;3;0;1;0;0;0;0;0;0;0
ASV_963;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;6;18;75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
ASV_964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24;0;0;0;1;0;0;13;0;0;0;0;63;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ASV_965;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;1;0;0;1;0;0;4;0;2;1;4;15;5;3;3;0;0;0;2;1;0;1;0;8;6;0;1;13;2;18;0;0;0
ASV_966;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2;2;0;0;0;5;1;0;0;0;3;1;0;0;4;21;14;1;0;15;0;0;0;0;0;0;2;3;1;0;1;1;1;6;1;1;1;1;1;0;5;1;1;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
ASV_967;1;0;0;0;0;0;0;0;0;0;0;1;21;4;0;0;0;0;0;0;0;0;2;0;0;0;0;7;4;2;3;0;4;1;0;0;0;1;0;0;0;8;2;2;2;1;0;2;3;2;1;2;0;0;2;7;0;2;3;2;2;1;3;1;1;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
ASV_968;1;1;5;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;2;0;0;2;0;1;0;0;1;0;10;2;2;0;1;1;5;3;1;1;0;1;0;3;2;0;2;2;2;4;3;2;0;2;0;0;2;1;0;1;7;5;2;2;8;8;0;0;0
ASV_969;4;6;6;0;0;1;0;0;0;20;7;2;6;4;0;0;0;0;0;2;0;0;0;0;1;6;3;12;6;3;0;0;2;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;0;0;4;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_970;2;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;1;2;0;0;1;0;9;1;0;0;0;0;0;1;3;1;6;1;0;0;2;1;2;0;0;12;1;2;0;9;6;9;3;2;0;0;0;0;1;9;1;2;1;2;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
ASV_971;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;5;0;0;0;1;0;0;1;0;1;0;1;0;4;0;2;0;3;3;8;17;2;3;0;0;0;3;2;2;4;2;6;0;0;2;0;0;0;3;1;3;13;4;5;0;0;0;0;0;1;0;0;0
ASV_972;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;3;0;1;0;0;0;0;2;0;1;0;1;1;0;0;1;1;3;0;0;0;0;1;0;0;1;1;2;0;1;0;0;0;1;0;0;32;24;19;0;0;0;0;0;0;0;1;0;0;0;0
ASV_973;0;1;2;0;0;0;0;0;0;0;0;1;4;0;0;5;6;4;0;1;0;0;3;0;1;0;0;11;0;8;4;1;5;4;0;0;0;0;0;0;0;3;1;0;0;4;6;2;0;3;1;0;0;0;1;2;0;0;2;4;0;3;2;0;0;1;2;0;0;0;0;2;0;1;1;0;2;2;0;0;0
ASV_974;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;3;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;14;0;0;2;21;3;19;1;0;0;0;0;0;4;4;1;0;2;2;0;3;1;2;0;1;3;2;0;1;0;1;2;0;1;1;1;0;0;0;0
ASV_975;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;8;8;1;0;39;21;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;1;0;5;3;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0
ASV_976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;2;3;7;0;0;0;0;0;0;6;38;3;2;2;0;7;18;4;0;0;0
ASV_977;4;0;0;0;0;0;0;0;0;0;0;1;0;0;2;18;29;8;0;0;2;0;1;1;0;0;0;0;0;0;12;2;2;0;0;0;1;1;1;0;2;8;0;0;0;0;1;3;0;0;0;0;1;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_978;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;39;22;2;0;0;1;0;2;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;1;2;2;0;0;0;0;0;1;0;0;0
ASV_979;0;0;0;0;0;0;5;0;0;0;0;3;0;7;0;0;0;3;0;0;0;0;0;1;0;0;0;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;1;2;5;2;0;0;0;2;0;1;0;0;1;1;14;2;9;0;0;1;0;0;0;2;0;0;6;4;5;1;5;3;0;0;0
ASV_980;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;0;1;0;0;2;2;1;13;12;5;0;0;1;0;0;2;1;1;0;0;0;0;5;1;8;0;0;0;5;3;0;8;5;9;0;0;0;1;1;2;0;1;2;0;3;2;0;0;0
ASV_981;0;2;0;0;0;0;0;0;0;7;0;0;0;2;0;0;1;0;0;1;0;0;3;0;0;0;0;3;2;1;1;0;0;0;0;0;0;2;0;2;2;11;1;0;0;0;0;1;4;2;2;0;1;0;15;5;1;0;0;3;6;14;8;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
ASV_982;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;1;2;0;1;2;0;3;0;0;0;0;0;0;0;2;3;0;1;0;0;0;0;2;0;5;7;9;8;0;3;2;4;20;13;0;0;0
ASV_983;0;0;1;0;0;0;22;46;25;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_984;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;19;6;2;0;0;0;0;0;0;4;8;4;7;10;7;8;13;10;0;0;0
ASV_985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;88;0;0;0;1;0;0;2;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_986;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;6;1;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;3;2;1;0;1;1;0;1;0;6;3;17;10;2;2;3;0;0;2;3;1;5;5;4;0;1;2;1;5;6;0;0;0
ASV_987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;3;1;1;1;0;2;4;0;0;1;0;0;1;0;2;0;19;15;5;1;0;1;0;0;0;1;0;0;0;0;1;1;3;4;0;0;0;0;0;0;18;6;6;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
ASV_988;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;3;1;0;0;0;0;6;3;9;0;1;0;0;6;0;0;1;2;0;0;0;15;15;1;0;0;12;10;0;0;0;0;0;0;0;0;1;1;0;2;6;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_989;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;3;0;0;0;34;23;24;1;0;0;1;0;0;1;2;4;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
ASV_990;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;7;1;2;1;2;0;1;2;0;0;25;2;5;9;6;0;3;1;0;0;1;0;0;0;6;2;2;1;1;3;3;0;3;0;0;0
ASV_991;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;24;15;12;0;1;0;0;1;0;2;2;0;1;1;0;3;13;1;0;0;0;2;1;0;0;0;0;1;3;2;4;2;1;0;0;0
ASV_992;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;17;51;25;0;0;0
ASV_993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;2;0;0;0;0;0;1;1;1;0;0;1;0;0;1;2;1;1;2;0;0;1;1;0;2;2;1;1;2;0;0;0;0;0;0;31;23;16;0;1;0;0;0;0;0;3;1;0;0;0
ASV_994;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;1;0;5;8;6;0;1;0;0;0;0;3;1;0;2;0;2;0;4;0;0;0;0;0;2;2;14;12;9;3;1;3;3;4;7;0;0;0
ASV_995;0;0;0;0;0;1;0;2;0;0;0;3;0;0;1;0;1;5;0;0;1;5;2;1;0;0;0;3;0;5;0;0;0;5;0;0;0;4;5;0;2;14;0;3;0;0;0;1;2;3;2;0;0;0;5;8;2;3;1;1;2;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;3;0;1;0;0;1;4;2;21;26;25;0;0;0;0;0;0;1;0;0;2;5;3;0;0;0;0;0;0;0;0;0
ASV_997;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;14;4;0;0;0;0;1;0;0;1;0;0;0;0;1;0;2;2;1;0;0;0;3;1;1;0;0;1;0;2;1;13;3;6;3;1;0;3;8;6;0;0;0
ASV_998;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;9;0;9;0;0;0;0
ASV_999;0;3;0;0;0;0;1;0;0;0;0;2;0;0;0;5;0;1;0;0;0;4;3;0;2;2;1;0;1;0;1;0;0;0;0;0;3;8;4;1;1;1;4;2;0;0;1;2;5;0;1;0;0;5;0;0;0;1;1;2;0;2;4;3;1;7;0;2;2;4;2;0;1;3;0;0;2;2;0;0;0
ASV_1000;1;0;6;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;14;3;1;0;0;0;0;0;0;0;1;2;1;1;0;0;2;1;0;0;0;0;1;0;1;0;0;4;10;1;6;1;3;1;0;0;0;1;0;18;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_1001;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;4;4;4;0;0;4;3;2;0;0;1;0;0;1;5;1;2;0;0;0;14;6;1;1;0;1;4;3;4;0;1;1;0;1;1;0;2;0;3;3;2;1;2;0;1;0;0;1;2;0;0;3;2;1;0;1;0;0;0
ASV_1002;0;1;0;0;0;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;0;30;20;10;0;0;0;0;0;0;0;0;0;0;0;1;8;4;6;3;0;1;0;1;1;0;0;0;0;0;0;2;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_1003;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;1;1;1;2;0;0;0;0;3;0;0;0;0;4;1;1;4;3;0;0;0;1;0;0;6;6;9;0;0;0;2;2;4;1;1;1;0;2;8;8;3;8;0;0;0;6;2;0;1;2;0;0;0;1;0;0;0
ASV_1004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;3;3;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;5;1;4;1;0;0;0;0;0;2;1;2;1;3;3;2;0;1;14;8;38;0;0;0
ASV_1005;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;6;0;0;0;0;1;0;10;4;4;0;5;0;2;1;1;0;0;0;5;8;6;4;0;0;0;4;2;1;0;1;0;0;0;1;0;2;2;0;1;2;0;0;0;1;1;0;0;1;2;0;3;0;4;1;4;0;0;0
ASV_1006;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;2;1;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
ASV_1007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_1008;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;34;59;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_1009;1;3;0;0;1;0;0;0;0;0;2;0;0;1;0;7;16;8;0;0;1;1;4;0;0;0;0;0;2;0;8;1;1;0;0;1;1;0;1;0;1;0;2;1;0;11;1;4;2;0;1;1;2;1;2;2;1;0;0;3;0;0;2;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0
ASV_1010;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;39;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ASV_1011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;24;26;42;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
ASV_1012;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;3;3;5;0;0;0;0;1;0;0;2;0;0;0;4;0;4;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ASV_1013;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;2;2;8;2;0;0;0;3;0;0;3;0;1;2;6;17;8;2;1;2;0;2;4;2;0;5;1;5;5;1;2;0;3;0;0;0
ASV_1014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;20;1;1;0;0;2;19;1;4;0;0;0;0;0;3;1;1;1;2;2;3;0;0;0;0;0;1;0;4;5;11;3;3;3;8;1;0;0;0
ASV_1015;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;2;0;0;4;1;5;32;15;2;0;0;0;4;5;1;0;1;1;0;0;1;0;0;0
ASV_1016;4;11;58;0;0;1;0;0;0;0;0;2;1;0;0;0;2;2;1;0;1;2;0;0;0;0;0;0;0;0;0;2;4;0;0;0;3;0;0;0;0;2;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_1017;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;3;7;4;0;0;0;0;0;0;0;0;0;0;0;0;12;18;12;0;1;0;1;0;1;1;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
ASV_1018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;29;5;35;1;1;0;0;0;0;1;5;2;1;2;7;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0
ASV_1019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;24;29;9;0;0;0;0;2;0;0;0;0;7;8;13;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
ASV_1020;0;1;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;3;1;0;0;0;1;0;0;0;1;0;1;0;1;1;2;3;9;1;4;0;0;0;0;0;0;2;12;5;7;11;1;6;5;8;0;0;0
ASV_1021;1;0;2;0;0;2;0;0;0;0;0;1;0;0;3;1;0;0;1;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;4;5;5;0;0;1;2;0;1;3;5;30;1;3;0;2;4;2;0;2;1;2;2;1;2;0;4;0;0;0
ASV_1022;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0;5;9;2;0;0;0;3;1;2;4;2;5;0;0;0;3;3;1;0;0;0;5;2;19;1;2;1;0;0;0;2;11;1;1;0;0;1;0;1;0;0;0
ASV_1023;3;1;0;0;0;0;1;2;0;0;2;0;0;4;0;3;6;5;1;0;0;2;9;0;1;0;0;1;0;2;10;0;0;2;3;0;0;0;0;1;0;2;1;0;0;7;1;6;3;2;0;0;2;0;2;1;1;2;1;3;0;2;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
ASV_1024;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;8;7;5;0;0;2;0;0;1;0;1;0;0;0;0;4;7;5;0;0;2;2;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;3;3;0;0;0;0;0;0;1;5;1;0;3;1;5;7;14;0;0;0
ASV_1025;0;0;0;0;0;4;41;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;24;0;2;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;2;0;1;0;1;0;2;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0
ASV_1026;0;0;1;0;0;0;0;0;0;0;0;0;14;0;0;0;1;0;0;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10;2;1;0;1;1;4;0;0;2;0;0;0;2;10;1;0;2;12;2;0;0;0;0;0;2;2;1;4;1;3;1;0;0;3;0;6;0;0;0
ASV_1027;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;2;0;3;2;1;4;3;0;0;0;1;0;5;3;3;1;0;0;2;5;0;0;0;1;4;1;2;16;5;12;2;3;1;2;4;2;0;0;1
ASV_1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;2;0;0;4;1;5;1;0;0;1;0;0;16;0;0;0;0;0;9;2;0;0;0;0;27;13;0;2;0;0;0;0;3;0;0;1;1;0;1;2;1;2;0;0;0;0;0;0;0;0;0
ASV_1029;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;0;0;0;1;1;2;0;0;0;0;0;2;1;0;2;0;0;0;0;1;0;2;1;0;1;5;7;4;3;3;0;0;0;2;2;2;0;0;1;4;11;10;1;2;4;0;0;0;2;0;0;1;4;2;4;2;3;0;0;0
ASV_1030;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;5;2;0;0;1;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1;1;1;3;0;1;4;8;6;1;1;1;0;0;0;0;0;1;2;0;1;5;2;4;3;3;5;0;0;0;4;8;4;2;2;2;2;1;3;0;0;0
